771
comment
A	239.2760356	301.6006348	15.90104185
A	234.2557394	121.1313624	26.23764541
A	236.3941295	317.0598755	20.82148302
A	231.6641795	117.2299454	29.46567783
A	236.8933156	122.4719503	25.48679066
A	267.2199148	176.4343618	21.10507243
A	260.402649	197.5425761	16.92845505
A	265.9447876	221.7920227	18.71770605
A	245.7161845	278.9156871	17.512862
A	261.8850423	183.2612691	19.67814587
A	258.0154358	226.4784943	19.12162369
A	257.7185822	237.3779124	20.8148727
A	242.9771891	284.9735087	19.86304835
A	234.138618	317.6377401	22.64637557
A	260.9919607	177.6209564	20.65858449
A	259.1826172	250.1432984	21.24427371
A	221.0804617	119.2654546	34.14705155
A	261.3573761	164.6643921	22.53894681
A	240.6304545	287.6086446	21.34290344
A	243.7522471	287.3771525	18.55625717
A	235.556782	124.0536459	25.08242767
A	264.223525	183.8187999	19.31429382
A	263.9194194	198.3924998	17.94018295
A	252.0072551	270.0465169	19.89569793
A	235.3011373	341.059725	24.46989661
A	266.0095276	211.9887736	19.5507243
A	263.8904562	233.0992961	20.78532405
A	242.9771891	284.9735087	19.86304835
A	232.6312897	321.2325745	24.99656765
A	265.9593862	174.5049978	24.14953056
A	253.8419861	262.4841645	21.77286747
A	243.7559224	278.662145	22.19145885
A	236.3941295	317.0598755	20.82148302
A	261.3352631	244.1700979	22.5498632
A	253.3699443	255.4852336	21.21181191
A	238.438971	331.8898316	21.59259758
A	270.6735474	173.2730977	25.14509038
A	271.6314291	230.9982087	23.29234169
A	260.6688467	251.0459595	25.02367072
A	236.800827	299.179065	21.46235733
A	277.8305176	218.1049846	24.82742253
A	232.4639313	119.5678299	28.17062956
A	238.3651347	127.7586619	28.49370671
A	267.1444936	175.8599304	22.57946939
A	280.9350159	213.4894135	25.84933301
A	239.8576325	362.7518616	32.803318
A	238.7845052	123.8964005	28.96990757
A	285.6320516	201.7239217	31.33795683
A	246.6704234	136.119572	29.37286621
A	267.662971	204.6035594	21.69841856
A	285.6343852	211.4181743	30.13584927
A	237.3346588	360.1467102	32.85994693
A	267.366213	170.877416	28.38129421
A	257.8023204	217.6380351	24.11906639
A	259.055482	232.0783529	25.81183868
A	249.7871552	272.3306621	23.99185571
A	242.5732839	145.2547775	31.2664256
A	232.3948497	310.487968	28.91058483
A	241.0736613	357.2119914	31.28309934
A	247.9124146	134.6085256	31.19792267
A	242.3686208	288.3100322	26.90821313
A	259.0863282	189.4082255	26.40829165
A	287.040151	197.3076559	32.12583213
A	267.5466166	232.1941763	27.2172998
A	228.1728699	366.7276937	39.29110683
A	259.346343	246.483015	30.802191
A	244.476118	274.1099966	28.84383713
A	225.5937968	326.5888082	34.17529789
A	230.5344503	346.5461385	33.46261441
A	224.1311819	360.2312012	41.29755417
A	229.3340281	115.9137019	32.53851591
A	230.0615794	125.6512746	34.04315141
A	250.290624	160.2415426	33.63287768
A	276.0986654	176.4272207	31.49184395
A	262.7614726	173.2425842	31.13178077
A	290.2362997	192.6736216	37.39615773
A	258.2686473	229.6875183	33.34768947
A	258.293574	244.0639852	36.76994403
A	228.4517721	320.34941	36.01562585
A	231.2689402	360.5500773	37.14509211
A	282.2548401	200.8591634	32.17516615
A	235.3194794	380.5698934	41.25648845
A	241.3986755	134.7931992	38.29688838
A	269.8026764	167.9446015	36.31896809
A	256.7578227	180.1314636	35.5741763
A	237.7059479	288.8030457	34.75210638
A	223.8912659	372.586971	46.44406181
A	239.8243897	136.7951503	37.05373379
A	271.6192576	179.0773946	33.78633151
A	285.1993531	207.1323466	33.37462135
A	238.6078766	375.8042827	39.27525358
A	232.2424174	124.0874018	40.56451883
A	230.7147898	307.380485	41.8488583
A	234.0765666	303.9339396	44.51759495
A	228.0910981	370.6155009	43.42805827
A	230.364977	395.5825399	50.55137509
A	254.3101329	266.1783743	47.17627337
A	244.183254	129.3371323	44.99778433
A	223.2390605	348.0527649	45.20724642
A	239.0162954	377.4581421	39.89101185
A	228.6784363	117.7977809	45.77248538
A	223.0192973	375.0212036	48.3159068
A	260.2783864	240.6402029	46.32637561
A	257.8661214	204.4697256	48.96430808
A	265.6196757	220.9418895	44.67714453
A	256.8915161	248.334846	53.52743634
A	221.8424805	366.3833151	47.20111621
A	227.7414297	391.4256897	51.03243842
A	250.259257	268.7236227	50.02786384
A	252.2720673	283.7181417	54.45136378
A	219.0277436	351.2736451	53.52935513
A	226.8453115	372.712909	46.04103701
A	237.416803	136.2320369	47.39249231
A	253.9607961	257.1106507	52.50350343
A	242.9093465	290.3207703	50.91713147
A	230.9621094	124.6247859	51.10762255
A	246.5979126	133.3306275	50.37441129
A	235.6304148	303.0789653	50.9469427
A	257.5645976	166.7171112	54.7296102
A	290.1541219	198.4558146	47.47082051
A	221.8046336	370.0146607	51.20161643
A	270.681247	164.4953166	53.89860777
A	256.4190593	187.0259725	53.83327004
A	282.3507691	203.9559489	51.54435847
A	220.4758413	377.3430786	53.47975339
A	232.0849823	397.9455058	54.99366355
A	227.5797801	317.7657451	54.89301939
A	222.233074	409.2166687	65.72175725
A	261.7043213	177.925765	58.61999057
A	253.9765086	279.733486	61.72563911
A	227.1365814	114.6815247	59.60199092
A	258.1262278	236.3870656	56.61681548
A	226.44729	314.8347128	62.04694497
A	220.4919719	364.0562297	55.51028216
A	246.4680084	296.1115377	61.7000476
A	222.233074	409.2166687	65.72175725
A	216.2502126	366.9083313	60.60420915
A	218.408901	334.3574179	64.53785937
A	241.4750875	127.732574	60.76368537
A	256.8852031	142.6093557	62.64732923
A	258.025586	153.9384756	67.93888449
